"IntMot","SciAtt","TaskMast","EgoSoc","ActiveEn"
2.66593382349744,3.1751593092821,3.38508302853607,3.03875572441349,1.89466235398021
2.79329302542918,3.08081275789615,2.94251146793223,2.87862808068999,1.93584801220061
1.82311742229398,3.380915310603,2.6570405042247,2.27850115420293,1.7555677294005
2.20648871481845,2.95454392540216,3.06802873569683,2.16387946504178,1.91589918328757
2.77485569706472,2.50133009193729,3.03024184025896,1.9960300454283,2.19137587242143
2.8727704065296,4.11289184989912,3.40490272461574,2.78253100021165,1.83294471751412
2.67812916860938,3.05111325907494,2.61732179739937,1.21322511148337,1.73311723860464
2.32189528709812,4.1401203036398,3.59836834691715,2.05644662801092,2.10905080188834
2.85865657402905,3.16504445430973,2.95460899540423,1.08725231596617,1.51924841929085
3.34122049674196,4.18636384860953,3.75270933151076,3.10299967392409,1.97185267750331
4.24459881828676,3.83188256368655,3.11619810721358,1.96822312188063,1.59901836173137
1.77837674305402,2.83738065826735,1.76382426415079,3.18191188286298,1.59746096817224
2.55588951965246,3.46580596563908,3.19621626568236,3.50658305090165,2.06772408340058
3.26597708715379,4.67062365530321,3.49434900342205,2.19425568877065,2.32527581523166
3.10606116305472,4.29583193729823,3.58342587568334,2.70788734754481,2.17249965497945
2.96602322056346,4.4627540570976,3.77491517377741,2.74547017200482,1.99637283107416
2.54490064807137,3.76955674629792,3.1132826712211,3.22064962055829,1.71449539753106
2.66406417883078,3.51617360486186,3.53799729883997,2.16534390426465,1.79639958192678
3.18950055435491,4.59384339595735,3.40555416172032,3.757307395212,2.25598395836913
3.38943840149422,3.28364964938469,3.08174282608178,2.40804459086145,1.80293273826896
2.61120321160069,3.73806637773243,2.2877633666297,1.95907826788569,1.54914491717887
1.72257580990583,2.48332307339718,2.50945825764354,2.12244754479704,1.48085398235106
2.76936154380673,3.30031107377706,2.87871529684905,1.68158359847703,1.60671650855962
2.05112446276167,2.67518807459561,3.01453338430737,2.84729784048577,1.72713834305604
3.79917840597196,5.10312967121205,3.79573491758817,2.48705678951233,2.53686658806151
2.90287830254395,3.67655024710024,3.13169584694157,3.13302867491594,2.08208458633046
3.15302662604478,3.55071267773365,3.32298186200107,2.70392371367102,2.07326126337526
2.76066969926783,3.82755391755659,2.38778553519832,2.52802497768621,1.16073278449777
2.81841312987932,3.86129480160589,2.71379552360457,2.84246754135177,1.92819828277463
3.73479534359275,4.269646882564,3.46885474439565,3.00221661044539,1.86652112665086
2.28919294896449,3.48484366319327,2.97561899827359,1.41256918518583,1.3300942200527
3.42560693171119,3.5562574486936,3.0645622166265,1.41585105121616,1.91251727343377
3.17684704892983,3.95733423732404,3.64548676554492,1.70790567688767,1.78290550596439
2.1677976867825,3.1881327445684,3.26736761559328,1.9675361135707,1.35164496868215
2.68606286572868,4.43951675238989,3.1629782099241,3.41508007429504,2.41839606909366
2.66846112994565,3.47728121908685,3.22876689242288,2.24819242273438,1.26044529130096
2.92914000821243,3.62226695403463,2.68043403068074,3.3772559540075,2.03566408863997
2.04790380545337,2.69395057543684,2.30977207439341,3.260380244054,1.98790222280849
2.81508381431389,4.31537812063888,3.20303567887494,2.32462283886376,1.63838642914841
3.61973732552576,4.44501429321367,3.52476572684205,0.851745267306415,1.78489689109443
2.11173176075207,3.20174782786064,2.20928795104466,2.42919732190113,1.59904247065974
2.45689934749899,4.14570166387131,3.8874446698906,1.84178310450681,2.18301108548058
3.05316463753485,3.64709066864517,2.89572407030593,1.59118096694737,1.73629876409009
2.55801470308129,3.89647440946037,3.32841062411133,3.67972658002349,2.06940500363217
3.07765226100649,3.96267881285339,3.66688390071096,2.57789030954594,2.29772177176535
2.7003652398387,4.20660800114969,2.66861444192864,1.07732673354667,1.54422319500302
2.2915967205818,4.33636928094229,2.55250780108755,2.60635185225425,1.33359370382236
3.25716095935746,4.30396842954554,4.33392666815947,3.40781606481941,2.12046663197863
2.96304747972294,3.94691619529855,4.16022309212121,3.00319543355406,2.36621846076114
2.70185453476162,3.72870046899771,3.17003962001341,2.81746453307525,1.85748358271341
2.79162989324451,3.49034883420554,3.27127924574191,1.81209066519238,1.542253310509
2.41284754247179,3.8352725253617,2.92219419393142,2.93602669024217,1.84393319758725
2.56711114183436,3.66998712133286,3.37169160364567,2.02188390729058,1.50118261516137
2.36891898276879,3.86577984874697,2.2477460974625,2.34560719636053,1.49176269144206
1.78136426028541,2.40433067113955,3.24980075382396,1.99718296757753,1.66358732017464
3.15942841143269,3.04748515749199,3.14768255955627,2.60982022649412,2.21646747991418
3.48051678695505,3.66679942554855,2.88440576905029,2.30030987463516,2.39660757251808
2.89650316059444,3.79502003969573,3.5466887042445,4.06276142787106,2.10126709326955
2.38497318451523,3.32056397755576,2.94110204867482,2.90778650423977,2.12988376579453
2.08585210937384,4.13522518421334,3.41634037587912,2.96810761815973,2.1551274227076
2.93634137858555,3.73396317487336,3.82420184498174,2.99888062368371,2.20326696854878
3.06723381962919,4.14297504489712,3.41407468344599,2.25307548426578,1.78331891796567
2.24280128736602,3.06138691491726,2.06197614404135,2.76956584725284,1.92188239163634
3.48170506495433,5.00986072480671,3.69758125797822,3.39840787974367,1.6964866433409
2.09411229574718,3.00418695616371,2.91033600883515,3.92774331537331,1.9062996229235
1.52244754255365,3.25440382325564,3.50991851378285,3.13378036180833,1.68781663718649
3.45063404243783,4.2859623880699,2.91110268021809,2.92271189609324,2.21991247762936
2.67607122329369,4.44285951033534,3.40051725141718,1.73002027802024,1.67295397882718
3.49710417804717,3.46076921111209,3.34462156894237,1.87795913903366,1.76576293108034
2.32146076152205,3.71692428669099,3.33972102186154,2.36387267949922,2.64852628003055
3.97538240708137,4.34038273850423,3.92926639296219,3.65574202235814,2.42418157006879
1.85396743977852,3.83070706121457,2.11700740590002,1.10576199177465,0.995844499907289
3.41076817290581,4.37886900621037,3.07940561790056,2.17346341369773,1.84413576730143
2.41329490646309,3.7341847041752,3.24306207304134,2.14714120668915,1.39838010997895
2.50369912097045,4.36872579002295,3.41250669356067,1.83263592223759,1.85741648837943
3.1373720711742,3.73114429269643,3.88312037590126,0.834988681930315,1.79551268180042
2.3392701355191,4.0758935665994,2.96329108926276,1.83794392391494,1.70138075393988
2.21655081177298,3.30864137070694,3.6839067345672,2.95704833422983,1.88800831257785
2.89810272502399,3.63430844564126,3.69118992987566,1.88118961253462,1.69607605029249
2.90944070909644,3.72581912531054,3.44674198738058,3.3226819836199,1.97659798108043
3.01092977385304,4.43398742541449,3.26509850807559,1.20795422677146,1.40670853368085
3.35624373485721,3.69097220946404,3.1571410718002,2.66843678998986,2.27751489716401
2.14629277496631,2.75684068602242,2.17292012224676,1.46451959213301,1.71464475759021
2.62589867128266,4.43734105672916,3.85379504222419,3.44131446998322,2.19044279017335
2.5219883069421,4.24095781627459,3.29839681833605,2.80892083355181,1.81817833836331
3.23332603344405,3.189328678482,3.48431842679706,1.59624858297868,1.80666085070263
3.15478854908866,4.16892063345011,2.82644931857119,1.87750162804391,1.62969944809031
3.13756635161229,4.92029562595779,3.15692863059067,2.36287646676753,1.78619220858336
3.30279081072319,3.87781103769437,3.37115269056638,3.07976129154401,2.16697665161487
3.17075328176199,4.0293721225076,3.52524384349445,1.88364196158391,1.69540441548286
3.0072409645907,4.34777334165174,2.91787886817318,2.40423667788434,1.51325304063679
2.81528410967094,5.00041796656399,3.60803197091943,3.25012950604308,2.36557836140769
2.36892618718486,2.96338893075603,2.60199944470298,3.57331313825024,1.77548961055892
2.87327813984356,3.66771160172507,3.85416849875345,1.81846645781781,2.06556500129985
2.74614791585308,3.42058643111954,3.3119292237621,2.45342223020281,1.9200473342324
3.13535770637456,4.17858282242185,3.36052139961029,3.18295407045907,1.83209386992095
2.87900013410882,4.27906142298268,3.11579493182432,1.71438914943308,1.79444672794052
2.69429424713201,3.28769236743554,2.69950429451203,1.74718686308017,1.61842581363001
2.11202630298484,2.96256590591289,2.79971113684162,2.92569969208144,2.17352722159981
3.00393731065055,3.74139074934567,3.63482415257175,3.24992924258568,2.23828767441161
3.08594154816057,3.98603138099899,3.05227166569325,2.8412988318465,1.81870742251038
3.28572260160333,3.5919029997338,3.07462057692993,2.08940409714538,1.87862590057005
3.5763789586814,5.07657117100858,3.8314404583317,1.77341590397257,1.61926408781298
2.48895587923947,4.01083265634093,4.1302176036553,4.10688558740842,2.2832894357958
3.10855286545587,3.92410513629698,3.51433660444749,1.1002341890588,1.84662871824178
3.09826705630891,3.41121898538446,3.35073946293205,3.32238344499857,2.07717289283482
1.67307512909352,3.64137163718387,2.97779557519116,3.82208568203992,1.95531273413492
3.09899346946736,3.89220158319415,2.9812442133116,0.941213376166395,1.46829456688601
2.82366417483734,3.50950370164766,3.54007484374445,3.22838158243356,2.01301394254167
2.4490406828292,3.9801221420808,2.98086513969897,2.03859428918122,1.15112035104034
3.25673108998943,4.71094094944802,4.58622682548377,2.03296174856293,2.32813739792217
3.59590404486611,4.78759772574945,3.12057185613599,1.95208085435663,1.90913252023719
3.69090769261795,4.17637974981136,3.78432909464669,1.65892112514723,1.64479968886651
3.79519401953053,4.24043028533613,3.20243418584622,2.85205955901242,2.36905142322887
3.57203273009955,4.39120868018205,3.90330801554686,1.92083145921047,2.12574482157513
2.34531532053617,3.45461716218211,3.276449702342,2.71205628038629,2.265808964281
1.76005809592475,2.3615436201389,3.15754544968069,3.14760605761083,1.78460827919329
4.42300310626887,4.46298712602784,3.68112818638419,2.72206534060937,2.22883885484258
2.9315346067572,2.96709476498597,3.56575900556513,2.96301215648879,2.16338625223929
2.00653319461861,3.20298536444295,3.14977134921243,2.34454425639966,1.99343749041662
2.49587793644426,4.40529888695604,2.93645695378633,3.0958466107146,1.67491926304785
3.24024104482214,4.1239677839712,3.26197740036744,1.83995554399164,1.7719575795233
2.8687690597709,3.56750370365242,3.21592894682523,2.23449133586738,1.41226080919429
2.79984862581564,3.82769273079165,3.29197958514872,2.20366766797518,1.65177443406553
2.44871140482811,3.14857230474097,3.12306843710415,2.36316294494632,1.87472545332882
2.94454560899469,3.66140551151702,3.83639032693488,2.21927877993791,1.89807288040187
2.4859495781982,3.60479978124882,3.06571510593295,3.25005661291356,1.95591608238545
3.50016777736236,4.82578102854062,4.17972657205672,3.64816293335251,2.3212084555987
1.97958491226103,3.21888053110939,3.67391511679114,2.84479584175217,2.24109780424279
2.92636565891461,4.2622697899066,3.19126739096356,1.6377936379658,1.95521215364821
3.20587067650822,4.10523668978756,3.37631289531185,1.54620591129475,1.55036771236274
1.63972506128752,3.05740938676505,2.20378860033432,4.71722131643678,1.84765308624297
2.35251726142446,3.72804298200526,2.42464483600639,1.33715884191812,1.67753235239348
2.49594684576592,3.87197920314079,2.97389313282429,2.66694316276079,1.24635561355667
2.4135511690204,3.67448608069256,2.94392826293649,2.81146793454559,1.74074900425913
2.69568902611113,3.80954014919714,2.47289869276287,1.56201265684849,1.92092330414758
3.00087653453203,3.69284686494966,3.06177224826253,3.07123829349944,2.51328525779963
3.16520782375666,3.46733621837998,3.23139424975581,2.91690110682938,2.07390448811725
2.30749314946696,3.29309773149217,2.36066925597858,1.22739476049552,1.09574988982359
2.3137799131616,4.0075809364496,3.37265013585534,2.43620476198911,1.90016086016094
2.06209634424172,3.54148644691673,2.83338297242598,1.61664011642351,1.35298326816539
2.3256864532481,3.41866325663329,3.029595995937,4.34527043296807,2.53897510718988
3.52202232117236,4.20238232953949,3.00403349221271,2.36429437750022,1.60793204582588
3.46396008051012,3.99689380940711,3.10611796437322,1.73074830849204,1.82076578661307
2.79259974867553,3.75257655220307,2.88918940479945,2.37374617239445,1.89331486547124
2.53265328493954,4.50829646157024,3.26108870859049,3.280189495841,1.77916281684401
2.79019326724206,3.60529093799324,2.87343032918887,2.72776654203008,2.0303113861268
3.07700275565775,3.94589514026587,4.36594168892663,2.59824464900895,2.14364197793083
3.38526629984044,3.68207947408749,3.21528382427445,1.48706895370037,1.89505564502738
2.20818011750819,3.11017763457977,2.11769152114485,2.69352845823041,1.80020904550745
3.22912926667077,5.02758223247775,3.81337198717288,3.55493476341009,1.99697353127319
3.59908428031073,3.08604660652609,2.96984833848916,1.30804069403595,1.96180447364333
3.16467316318017,4.28862517033121,3.70464230527944,3.0038811470815,2.02895627094154
2.74523044905489,3.73664709660651,3.11019448426139,2.11531816712625,1.83672759030675
2.27454453482498,2.94966188149604,2.91753064297097,2.68223881839934,1.88597333001038
2.90812075533088,4.23545499960206,2.64802885685856,2.85380258213408,1.61221747291831
2.50536049451856,3.83943902116509,3.20750945563391,3.2190492962039,2.05891688602947
2.64994482057139,4.33725519564652,3.18756746037338,2.22557805924703,1.44640886105842
2.84797746744643,3.72436146334596,2.57477264499548,2.52598804522741,1.63107117849471
2.56923859430833,3.60577754965914,3.16371833193223,1.73598283732502,1.90546306286592
2.87293175040085,4.7020231018044,4.02284399170407,3.67109560893005,1.7980612149043
3.20118700168962,4.46648700900629,4.67215539794865,2.68409541176696,2.05353139986093
3.07594050505982,3.78534465007815,3.13748194103032,1.06956203682,1.29893543097047
1.6831499389507,2.77810249376792,2.49795285232944,3.12286250917368,1.33979478268587
2.53581853396364,3.30338146855948,2.97467956342176,2.54466212777684,1.92549528571146
3.32358377950315,3.85747857272178,3.39279497982544,1.44612923280771,1.52697539970428
3.54496195908505,3.40777586715979,2.86448940578084,1.87974683524354,1.19528125991733
4.25206116395391,5.16699877348322,3.89055544985451,3.37912375582723,2.16009590912261
1.75820227286977,2.46427195845891,2.43517847668246,3.12073772295272,1.64896264318565
2.55025748690535,3.37638364830387,2.90095192307995,3.44846913816475,2.18658795425899
3.19902354365981,3.37834926232481,3.47707098841377,2.19737696720039,1.71456589558178
3.38179895745898,3.32433456498513,2.74635304600812,2.99615255879617,2.19702320814627
3.30550103444823,3.44604285619179,2.70543188522208,1.88100722270039,1.74727792252654
3.29288839593694,4.16909477452337,3.05882807891734,2.49171008510669,1.92483893068333
2.90785432777329,3.82112019330374,3.53814974852607,1.73075963304015,1.63644749740668
3.45486091541931,4.06990744943922,3.07381283660346,2.35026189606054,2.32002957264802
2.43471540742286,3.66779196506995,2.92493714214438,4.04584351316461,2.02710280392241
2.2669164302301,3.85660884217042,2.72411154953823,1.98337353309127,1.08890618592146
2.84099465819785,3.29213280661371,2.9632884577188,2.1720893256766,1.7205934354282
2.06302022534575,3.50644582492977,2.5546269025133,1.87039184382669,0.98952176401812
1.85373462975687,3.18503612036277,3.55617017234874,2.93263555326503,1.9801830487735
3.10257388309833,3.5595151785696,2.71242418329211,1.72789012421688,1.48578611727334
2.9517054885758,3.43314296138786,2.68572725625907,0.908805125019438,1.57963067758692
2.40248151532477,3.07787901637322,2.8123590663984,3.51502389267246,2.21879599210603
2.84980944071201,4.55681415638228,4.0435646872784,2.8603600115142,2.00977681966108
3.53644158078586,3.89277295942323,3.29949065959741,2.19912678346926,2.10989659627013
3.71403646821111,3.90883433187983,3.61693113417134,1.79356642773459,2.31045227631845
3.32707529431427,4.0132028013428,3.76639038622962,1.64226609967354,1.74024490179687
2.54035615097675,4.01354817792654,2.24986669303733,1.50111991326674,1.12134785588886
2.58589928016306,3.20448063539292,3.76136140212078,2.75157905033074,2.32312126090818
2.17285720290832,3.17234967587549,3.0249249737569,2.82508174601297,1.91975003159286
2.96352758916998,3.38546998534618,2.91364725722798,3.01807452710746,2.06516730878514
2.98137557609778,3.76371751060422,3.3574811303168,2.14971009286133,2.22828600265179
2.77623381479227,3.6703657623846,2.99134907822861,2.35791360923084,1.87514722864581
2.71410828606769,3.69411300871766,2.88127122043064,1.35671484877705,1.78764954984568
3.31112136620895,3.76284337474788,3.36818235994732,1.96831766898375,2.03255288905433
2.24382439896016,2.95280326763022,3.14370044214082,2.45232922045892,1.97508157824523
3.55665159479668,3.69526324143982,2.90506006579343,1.58717551930993,1.75780541928015
2.46023055527029,1.96881728701001,2.66006550081259,2.94194246517681,2.22143751315051
3.22391929266988,3.77467650483771,3.5150023690533,2.75885455583181,1.83491826386953
2.68371203330168,3.07991465450412,2.49270293386069,1.88388796584914,1.27231759070484
2.99627929061469,4.83959777350496,2.83981643325183,2.44051965117119,1.8039781638847
3.64252256239892,3.28673576368163,3.73021357201086,2.1103892961521,2.08238345335254
2.96914849278496,4.03726794612887,2.87147881312105,1.0861005524862,1.47982519865905
3.65775873304169,2.7881154861699,2.45709381749182,1.79092495045592,1.81634139402025
2.76467590477478,3.8229243332252,3.74037286252896,3.12820348252131,2.37930085171675
3.18211337654852,3.45251516340097,3.73191447450918,3.02165266526575,2.17528063815142
2.90445452231894,4.54767696172241,4.4005234618198,2.57526047146622,2.18913411326071
3.06085209017734,3.90575880092961,3.52356989154281,1.88185791606589,1.89846805799331
3.12752786026858,3.89020083854382,3.07735751873664,2.1088587686469,2.03642494263065
1.52250482324728,3.04074423739289,3.45078986634209,2.85802137226076,2.09105981321898
2.4787049815988,4.14063168141671,3.80845930482234,1.29984930944797,2.14356763456552
3.53083582698936,3.74548639924206,3.27289432341217,2.7467876416105,2.02306950574369
2.17629157296995,3.31063608381528,3.18668108387405,3.9325693533144,2.42597954326795
2.2759205701987,4.07298078150114,2.4717368958326,1.9746620415856,1.64856994894767
3.10969998972776,4.18912236109944,3.17391292962425,1.33466150320698,1.77298915055188
3.49783954016515,4.38032938829999,3.92053621834265,2.83455680468068,2.31984725621745
3.09547357775658,3.40096968651916,2.93904892120208,2.87763110804686,1.85133770826885
3.2602557135389,4.02959258214391,3.73169807766042,2.69030268806219,2.10127586220843
2.80147489530129,5.13101195372418,4.16088107932464,3.16147682837128,2.29450279102396
3.05800891983348,3.76195953250952,3.22273323035304,2.21416244098007,1.86403749065529
3.04547334369298,3.49088253207862,3.23796844402081,2.49903411454277,2.17252522303729
2.20414198324828,2.72254351928048,3.48413463253097,3.21994944345932,2.13723771464977
2.59097367828841,3.79086309426128,3.34413414593192,2.26225665100551,1.84148234224765
